[2024-08-19 18:06:29] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCT\Scripts\vectors.lua
C:\Program Files\GCT\Scripts\vectors.lua:10: bad argument #1 to 'random' (interval is empty)
[2024-08-19 18:12:45] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCT\Scripts\vectors.lua
C:\Program Files\GCT\Scripts\vectors.lua:10: bad argument #1 to 'random' (interval is empty)
[2024-08-19 18:21:33] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCT\Scripts\vectors.lua
C:\Program Files\GCT\Scripts\vectors.lua:10: bad argument #1 to 'random' (interval is empty)
[2024-08-19 22:25:00] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCT\Scripts\vectors.lua
C:\Program Files\GCT\Scripts\vectors.lua:10: bad argument #1 to 'random' (interval is empty)
[2024-08-20 12:56:44] [ERROR] Хэш функции 13928195483908293688 не найден
[2024-08-27 00:07:19] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:276: attempt to call a nil value (global 'Sleep')
[2024-08-27 00:13:48] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:421: attempt to perform arithmetic on a nil value (global 'door')
[2024-08-27 13:56:53] [ERROR] Не удалось открыть json teleports.json файл
[2024-08-27 13:57:24] [ERROR] Не удалось открыть json teleports.json файл
[2024-08-27 13:57:42] [ERROR] Не удалось открыть json teleports.json файл
[2024-08-27 13:57:57] [ERROR] Не удалось открыть json teleports.json файл
[2024-08-27 13:58:10] [ERROR] Не удалось открыть json teleports.json файл
[2024-08-27 14:05:37] [ERROR] Lua function call error: attempt to index a string value
[2024-08-27 14:33:20] [ERROR] Lua function call error: [string "..."]:8: attempt to call a nil value (field 'CLEAR_PED_TASKS')
[2024-08-27 14:49:32] [ERROR] Lua function call error: attempt to index a string value
[2024-08-27 14:49:57] [ERROR] Lua function call error: attempt to index a string value
[2024-08-27 14:50:39] [ERROR] Lua function call error: attempt to index a string value
[2024-08-27 15:11:06] [ERROR] Lua function call error: attempt to index a string value
[2024-08-27 15:15:44] [ERROR] Lua function call error: attempt to index a string value
[2024-08-27 15:48:34] [ERROR] ExpectedJsonArray
[2024-08-27 15:48:34] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\WeaponCommands.lua:31: bad argument #1 to 'for iterator' (table expected, got nil)
[2024-08-27 15:48:51] [ERROR] ExpectedJsonArray
[2024-08-27 15:48:51] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\WeaponCommands.lua:31: bad argument #1 to 'for iterator' (table expected, got nil)
[2024-08-27 15:48:57] [ERROR] ExpectedJsonArray
[2024-08-27 15:48:57] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\WeaponCommands.lua:31: bad argument #1 to 'for iterator' (table expected, got nil)
[2024-08-27 17:18:56] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\NetworkCommands.lua:122: attempt to concatenate a nil value (local 'playerName')
[2024-08-27 19:44:53] [ERROR] Failed to run the script: C:\Program Files\GCTV\Scripts\features\ObjectCommand.lua
[2024-08-27 19:45:27] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:25: attempt to call a nil value (field 'CREATE_OBJECT')
[2024-08-27 19:45:49] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:27: attempt to index a number value (local 'obj')
[2024-08-27 19:46:13] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:27: attempt to index a number value (local 'obj')
[2024-08-27 19:47:09] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:29: attempt to index a number value (local 'obj')
[2024-08-27 19:47:34] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:29: attempt to index a number value (local 'obj')
[2024-08-27 19:47:53] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:29: attempt to index a number value (local 'obj')
[2024-08-27 20:02:31] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:31: attempt to index a number value (local 'obj')
[2024-08-27 20:14:48] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:27: attempt to call a nil value (global 'NewPointer')
[2024-08-27 20:15:25] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:30: bad argument #3 to 'GET_MODEL_DIMENSIONS' (table expected, got number)
[2024-08-27 20:18:26] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:32: attempt to call a nil value (global 'ReadVector3')
[2024-08-27 20:18:49] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:42: attempt to call a nil value (global 'max')
[2024-08-27 20:30:49] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:42: attempt to index a nil value (local 'minDimension')
[2024-08-28 00:11:27] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\NetworkCommands.lua:189: attempt to compare number with nil
[2024-08-28 00:17:19] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:37: attempt to index a nil value (local 'coords')
[2024-08-28 00:48:07] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\ObjectCommands.lua:34: attempt to index a nil value (field 'math')
[2024-08-28 02:05:36] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:12: attempt to index a nil value (global 'AI')
[2024-08-28 09:54:34] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:234: attempt to call a nil value (global 'MakePedBodyGuardForPed')
[2024-08-28 09:56:15] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:45: attempt to index a nil value (global 'AI')
[2024-08-28 10:15:58] [ERROR] Uncorrect input
[2024-08-28 13:57:19] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:198: attempt to index a nil value (global 'AI')
[2024-08-28 14:14:40] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:163: attempt to call a nil value (global 'GetDistanceBetweenCoords')
[2024-08-28 14:16:40] [ERROR] [string "cGetDistanceBetweenCoords(0, 0)"]:1: attempt to call a nil value (global 'cGetDistanceBetweenCoords')
[2024-08-28 14:16:44] [ERROR] [string "GetDistanceBetweenCoords(0, 0)"]:1: attempt to call a nil value (global 'GetDistanceBetweenCoords')
[2024-08-28 14:17:16] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:163: attempt to call a nil value (global 'GetDistanceBetweenCoords')
[2024-08-28 14:20:01] [ERROR] Lua function call error: [string "..."]:7: attempt to call a nil value (field 'pow')
[2024-08-28 14:21:23] [ERROR] Lua function call error: [string "..."]:7: attempt to call a nil value (field 'pow')
[2024-08-28 14:22:15] [ERROR] Lua function call error: [string "..."]:7: attempt to call a nil value (field 'pow')
[2024-08-28 14:22:44] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:26: attempt to call a nil value (field 'pow')
[2024-08-28 14:22:59] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:27: attempt to call a nil value (field 'pow')
[2024-08-28 14:23:26] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:27: attempt to call a nil value (field 'pow')
[2024-08-28 14:23:47] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:26: attempt to call a nil value (field 'pow')
[2024-08-28 14:38:41] [ERROR] [string "AI::TASK_PLAY_ANIM(145415, "mp_suicide", "pis..."]:1: syntax error near '::'
[2024-08-28 16:31:35] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\NetworkCommands.lua:124: attempt to concatenate a nil value (local 'playerName')
[2024-08-28 16:34:57] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\NetworkCommands.lua:124: attempt to concatenate a nil value (local 'playerName')
[2024-08-28 16:38:12] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\NetworkCommands.lua:90: attempt to concatenate a nil value
[2024-08-28 16:38:18] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\NetworkCommands.lua:90: attempt to concatenate a nil value
[2024-08-28 16:38:41] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\NetworkCommands.lua:92: attempt to concatenate a nil value (local 'distance')
[2024-08-28 16:58:34] [ERROR] Unable to execute a command because you are not in any vehicle
[2024-08-28 20:27:35] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:577: bad argument #1 to 'GET_HASH_KEY' (string expected, got table)
[2024-08-28 20:28:30] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:578: bad argument #1 to 'GET_HASH_KEY' (string expected, got table)
[2024-08-28 20:29:05] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:579: bad argument #1 to 'GET_HASH_KEY' (string expected, got table)
[2024-08-28 20:29:29] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:580: bad argument #1 to 'GET_HASH_KEY' (string expected, got table)
[2024-08-28 20:35:04] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:584: bad argument #1 to 'GET_HASH_KEY' (string expected, got table)
[2024-08-28 23:40:24] [ERROR] Lua function call error: ...gram Files\GCTV\Scripts\features\LocalPlayerCommands.lua:164: attempt to call a nil value (global 'GetGlobalVariableValue')
[2024-08-28 23:41:37] [ERROR] Uncorrect input
[2024-08-29 09:51:39] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:226: attempt to perform arithmetic on a nil value (local 'livery')
[2024-08-29 22:03:05] [ERROR] Неожиданное поведение в скрипте: pqu
C:\Program Files\GCTV\Scripts\loader.lua:80: bad argument #2 to 'TASK_START_SCENARIO_IN_PLACE' (string expected, got nil)
[2024-08-29 22:03:54] [ERROR] Неожиданное поведение в скрипте: 
C:\Program Files\GCTV\Scripts\loader.lua:86: attempt to index a nil value (global 'ASK')
[2024-08-30 15:13:28] [ERROR] Uncorrect input
[2024-08-30 15:14:00] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:196: attempt to call a nil value (global 'PrintColoured')
[2024-08-30 18:24:53] [ERROR] The reconnaissance drone has already been launched
[2024-08-30 18:25:43] [ERROR] The reconnaissance drone has already been launched
[2024-08-30 18:25:54] [ERROR] The reconnaissance drone has already been launched
[2024-08-30 18:26:23] [ERROR] The reconnaissance drone has already been launched
[2024-08-30 18:26:36] [ERROR] The reconnaissance drone has already been launched
[2024-08-30 18:27:47] [ERROR] The reconnaissance drone has already been launched
[2024-08-30 23:17:05] [ERROR] Esp line is already being drawn
[2024-08-30 23:34:54] [ERROR] Esp line is already being drawn
[2024-08-31 00:03:07] [ERROR] Failed to destroy a vehicle
[2024-08-31 00:31:58] [ERROR] [string "print(IsMouseWheelScrolledUp())"]:1: attempt to call a nil value (global 'IsMouseWheelScrolledUp')
[2024-08-31 00:34:27] [ERROR] [string "print(IsMouseWheelScrolledUp())"]:1: attempt to call a nil value (global 'IsMouseWheelScrolledUp')
[2024-08-31 00:51:42] [ERROR] [string "print(Mouse.IsMouseWheelScrolledDown())"]:1: attempt to index a nil value (global 'Mouse')
[2024-08-31 17:32:20] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\EspCommands.lua:96: attempt to call a nil value (global 'RemoveElementFromTable')
[2024-08-31 17:32:54] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\EspCommands.lua:68: bad argument #3 to 'SetGlobalVariableTableValue' (number expected, got nil)
[2024-08-31 17:46:06] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:48:30] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:48:42] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:51:33] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:51:57] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:52:01] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:52:06] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:52:10] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:53:16] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:53:25] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:53:53] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:54:09] [ERROR] Could not find the player in the list of targets
[2024-08-31 17:55:13] [ERROR] Could not find the player in the list of targets
[2024-08-31 18:27:32] [ERROR] Could not find the player in the list of targets
[2024-08-31 18:35:38] [ERROR] Could not find the player in the list of targets
[2024-08-31 18:36:25] [ERROR] Could not find the player in the list of targets
[2024-08-31 18:43:47] [ERROR] Could not find the player in the list of targets
[2024-08-31 21:37:00] [ERROR] Неожиданное поведение в скрипте: Ph��
C:\Program Files\GCTV\Scripts\loader.lua:37: attempt to index a nil value (local 'coords')
[2024-08-31 23:08:35] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:523: attempt to call a nil value (field 'GET_VEHICLE_PED_IS_IN')
[2024-08-31 23:12:10] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:594: attempt to call a nil value (field '_GET_VEHICLE_PAINT_FADE')
[2024-08-31 23:17:29] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:594: attempt to call a nil value (field '_GET_VEHICLE_PAINT_FADE')
[2024-08-31 23:22:13] [ERROR] Не удалось открыть json saved_vehicles.json файл
[2024-08-31 23:31:00] [ERROR] Не удалось открыть json saved_vehicles.json файл
[2024-08-31 23:34:49] [ERROR] Не удалось открыть json saved_vehicles.json файл
[2024-08-31 23:39:33] [ERROR] Не удалось открыть json saved_vehicles.json файл
[2024-08-31 23:39:33] [ERROR] Lua function call error: invalid key to 'next'
[2024-08-31 23:46:36] [ERROR] Не удалось открыть json saved_vehicles.json файл
[2024-08-31 23:53:58] [ERROR] Не удалось открыть json saved_vehicles.json файл
[2024-09-01 00:23:25] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:702: attempt to call a nil value (global 'CreateVehicleNearPlayer')
[2024-09-01 00:35:59] [ERROR] Vehicle not found!
[2024-09-01 08:45:56] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:719: attempt to compare number with nil
[2024-09-01 09:19:53] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:719: attempt to compare number with nil
[2024-09-01 09:22:48] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:754: attempt to call a nil value (global 'typ')
[2024-09-01 09:39:54] [ERROR] Vehicle not found!
[2024-09-01 10:05:50] [ERROR] Vehicle not found!
[2024-09-01 10:22:59] [ERROR] Failed to get current player vehicle
[2024-09-01 10:29:17] [ERROR] Vehicle not found!
[2024-09-01 12:04:22] [ERROR] Uncorrect input
[2024-09-01 12:26:36] [ERROR] Uncorrect input
[2024-09-01 14:15:38] [ERROR] Uncorrect input
[2024-09-01 14:19:05] [ERROR] Uncorrect input
[2024-09-01 14:41:02] [ERROR] Uncorrect input
[2024-09-01 17:16:09] [ERROR] Uncorrect input
[2024-09-01 17:17:43] [ERROR] Uncorrect input
[2024-09-01 17:17:46] [ERROR] Uncorrect input
[2024-09-01 17:55:39] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:880: bad argument #2 to 'FORCE_USE_AUDIO_GAME_OBJECT' (string expected, got nil)
[2024-09-01 17:56:41] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:881: bad argument #2 to 'FORCE_USE_AUDIO_GAME_OBJECT' (string expected, got nil)
[2024-09-01 17:57:03] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:881: bad argument #2 to 'FORCE_USE_AUDIO_GAME_OBJECT' (string expected, got nil)
[2024-09-01 17:57:26] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:882: bad argument #2 to 'FORCE_USE_AUDIO_GAME_OBJECT' (string expected, got nil)
[2024-09-01 19:20:20] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1305: attempt to compare number with nil
[2024-09-01 19:26:14] [ERROR] Vehicle not found!
[2024-09-01 20:20:27] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1475: attempt to index a nil value (global 'GAMEPLAY')
[2024-09-01 20:21:18] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1476: attempt to call a nil value (field 'REQUEST_MODEL')
[2024-09-01 20:31:09] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1450: attempt to compare number with boolean
[2024-09-01 20:41:58] [ERROR] Unable to continue execution because the model 216cstreamer not valid
[2024-09-01 20:42:09] [ERROR] Unable to continue execution because the model 216cstreamer not valid
[2024-09-01 20:58:33] [ERROR] Unable to continue execution because the model 216cstreamer not valid
[2024-09-01 21:02:06] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1507: attempt to call a nil value (field 'STOP_ALL_SOUNDS')
[2024-09-01 21:15:07] [ERROR] Unable to continue execution because the model FireTruck not valid
[2024-09-01 21:16:20] [ERROR] Unable to continue execution because the model FireTruck not valid
[2024-09-01 21:17:23] [ERROR] Unable to continue execution because the model FireTruck not valid
[2024-09-01 21:20:24] [ERROR] Unable to continue execution because the model UtilityTruck not valid
[2024-09-01 22:10:45] [ERROR] Uncorrect input
[2024-09-01 22:10:50] [ERROR] Uncorrect input
[2024-09-01 22:17:10] [ERROR] Uncorrect input
[2024-09-01 22:17:39] [ERROR] [string "GRAPHICS::_FORCE_GROUND_SNOW_PASS"]:1: syntax error near '::'
[2024-09-01 22:17:49] [ERROR] Хэш функции 0 не найден
[2024-09-02 17:49:18] [ERROR] Uncorrect input
[2024-09-02 19:27:45] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1327: attempt to compare number with nil
[2024-09-02 19:28:17] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:430: bad argument #2 to 'insert' (number expected, got string)
[2024-09-02 19:32:36] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:437: attempt to index a nil value (global 'AUUDIO')
[2024-09-02 19:32:59] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:437: attempt to call a nil value (field 'SET_VEHICLE_RADIO_STATION')
[2024-09-02 19:43:27] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1335: attempt to compare number with nil
[2024-09-02 21:12:09] [ERROR] Хэш функции 0 не найден
[2024-09-02 21:12:13] [ERROR] Хэш функции 0 не найден
[2024-09-03 16:23:57] [ERROR] Uncorrect input
[2024-09-03 21:14:54] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1335: attempt to compare number with nil
[2024-09-03 21:19:36] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1335: attempt to compare number with nil
[2024-09-03 21:24:22] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1335: attempt to compare number with nil
[2024-09-03 21:31:59] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1335: attempt to compare number with nil
[2024-09-03 21:35:10] [ERROR] Uncorrect input
[2024-09-03 21:35:13] [ERROR] Uncorrect input
[2024-09-03 21:35:13] [ERROR] Uncorrect input
[2024-09-03 21:35:17] [ERROR] Uncorrect input
[2024-09-03 21:35:17] [ERROR] Uncorrect input
[2024-09-03 21:47:25] [ERROR] Vehicle not found!
[2024-09-08 14:08:44] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\utils\math_utils.lua:21: attempt to call a nil value (global 'pow')
[2024-09-08 14:09:18] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\utils\math_utils.lua:21: attempt to call a nil value (global 'pow')
[2024-09-08 14:09:20] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\NetworkCommands.lua:81: attempt to index a boolean value (upvalue 'mapUtils')
[2024-09-08 17:17:30] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1049: attempt to call a nil value (global 'RegisterAsNetwork')
[2024-09-08 17:18:36] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1049: attempt to call a nil value (global 'RegisterAsNetwork')
[2024-09-08 17:27:59] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:443: attempt to call a nil value (global 'RegisterAsNetwork')
[2024-09-08 17:31:54] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1311: attempt to compare number with nil
[2024-09-08 20:33:08] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:808: attempt to index a nil value (global 'missionUtils')
[2024-09-08 20:49:14] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\PedCommands.lua:784: attempt to concatenate a boolean value
[2024-09-08 20:51:06] [ERROR] Unable to continue execution because the model a_c_whalegrey not valid
[2024-09-08 22:16:09] [ERROR] Uncorrect input
[2024-09-08 22:16:13] [ERROR] Uncorrect input
[2024-09-10 20:57:43] [ERROR] Uncorrect input
[2024-09-11 21:07:41] [ERROR] Uncorrect input
[2024-09-11 21:07:52] [ERROR] Uncorrect input
[2024-09-11 21:56:20] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\WorldCommands.lua:97: attempt to call a nil value (field 'GET_ENTITY_COORDS')
[2024-09-12 20:02:48] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\WorldCommands.lua:107: attempt to call a nil value (field 'IS_ENTITY_ON_GROUND')
[2024-09-12 21:05:37] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\WorldCommands.lua:105: attempt to index a nil value (global 'networkUtils')
[2024-09-13 16:56:08] [ERROR] Uncorrect input
[2024-09-13 16:56:12] [ERROR] Uncorrect input
[2024-09-13 16:56:17] [ERROR] Invalid vehicle ID
[2024-09-13 17:18:22] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\WorldCommands.lua:224: attempt to index a nil value (local 'avangerPosition')
[2024-09-13 18:08:41] [ERROR] Uncorrect input
[2024-09-13 18:08:51] [ERROR] Uncorrect input
[2024-09-13 21:07:57] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\WorldCommands.lua:96: attempt to call a nil value (global 'GetWaypointCoords')
[2024-09-13 21:09:24] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\TeleportCommands.lua:26: attempt to call a nil value (global 'GetWaypointCoords')
[2024-09-13 22:19:04] [ERROR] Invalid vehicle ID
[2024-09-13 22:35:26] [ERROR] Uncorrect input
[2024-09-13 22:36:11] [ERROR] Uncorrect input
[2024-09-13 23:53:27] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\WorldCommands.lua:175: Аргумент "Display error in game" должен быть типа boolean
[2024-09-13 23:54:17] [ERROR] Failed to find anyone nearby local
[2024-09-13 23:54:58] [ERROR] Failed to find anyone nearby local
[2024-09-20 19:05:35] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1358: attempt to compare number with nil
[2024-09-20 20:48:04] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1358: attempt to compare number with nil
[2024-09-20 20:50:41] [ERROR] Uncorrect input
[2024-09-20 20:50:43] [ERROR] Uncorrect input
[2024-09-20 20:50:57] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1358: attempt to compare number with nil
[2024-09-20 20:56:13] [ERROR] Vehicle not found!
[2024-09-20 21:41:20] [ERROR] Uncorrect input
[2024-09-20 22:03:54] [ERROR] Uncorrect input
[2024-09-20 22:19:07] [ERROR] Failed to find anyone nearby local
[2024-09-20 22:20:13] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\VehicleCommand.lua:1358: attempt to compare number with nil
[2024-09-20 22:29:26] [ERROR] Uncorrect input
[2024-09-20 22:45:00] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:100: 'end' expected (to close 'if' at line 34) near <eof>
[2024-09-20 22:45:14] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:100: 'end' expected (to close 'if' at line 34) near <eof>
[2024-09-20 22:46:25] [ERROR] Uncorrect input
[2024-09-20 22:56:41] [ERROR] Lua function call error: C:\Program Files\GCTV\Scripts\features\WorldCommands.lua:184: bad argument #2 to 'SetGlobalVariableValue' (number expected, got nil)
[2024-09-21 07:52:49] [ERROR] Неожиданное поведение в скрипте: ��A��
attempt to index a string value
[2024-09-21 07:53:21] [ERROR] Неожиданное поведение в скрипте: ��_a�
attempt to index a string value
[2024-09-21 07:53:23] [ERROR] Неожиданное поведение в скрипте: 8�K�
attempt to index a string value
[2024-09-21 07:53:30] [ERROR] Неожиданное поведение в скрипте: P�6c�
attempt to index a string value
[2024-09-21 15:07:11] [ERROR] Не удалось открыть json saved_outfits.json файл
[2024-09-21 15:08:08] [ERROR] Не удалось открыть json saved_outfits.json файл
[2024-09-21 15:14:04] [ERROR] Не удалось открыть json saved_outfits.json файл
[2024-09-21 15:19:02] [ERROR] Не удалось открыть json saved_outfits.json файл
[2024-09-21 15:39:13] [ERROR] Outfit not found
[2024-09-22 17:45:02] [ERROR] Error xD
[2024-09-22 17:53:25] [ERROR] Error xD
[2024-09-22 17:57:39] [ERROR] Error xD
[2024-09-22 18:25:46] [ERROR] Error xD
[2024-09-22 18:48:43] [ERROR] Error xD
[2024-09-22 21:10:25] [ERROR] Error xD
[2024-09-22 21:13:40] [ERROR] Error xD
[2024-09-22 21:27:31] [ERROR] Error xD
[2024-09-22 21:30:35] [ERROR] Error xD
[2024-09-23 18:04:21] [ERROR] Error xD
[2024-09-23 18:07:08] [ERROR] Error xD
[2024-09-23 18:09:17] [ERROR] Error xD
[2024-09-23 18:12:40] [ERROR] Error xD
[2024-09-23 18:16:37] [ERROR] Error xD
[2024-09-28 20:08:00] [ERROR] Failed to get function address
[2024-09-28 20:19:52] [ERROR] Failed to get function address
[2024-09-28 21:39:26] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:31: No matching argument found in prototype
[2024-09-28 21:43:18] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:31: The passed argument has an unsupported data type
[2024-09-28 21:46:05] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:31: The passed argument has an unsupported data type
[2024-09-29 00:15:48] [ERROR] Неожиданное поведение в скрипте: C:\Program Files\GCTV\Scripts\loader.lua
C:\Program Files\GCTV\Scripts\loader.lua:31: The passed argument has an unsupported data type
